"","Depmun","Departamento","Dep","Superficie","Poblacion","Irural","Region","municipio"
"889","68406","Santander","68",550.43323732,43145,43,"Región Centro Oriente","Lebrija"
"890","68418","Santander","68",290.12518836,14485,47,"Región Centro Oriente","Los Santos"
"891","68425","Santander","68",102.91750817,2125,51,"Región Centro Oriente","Macaravita"
"892","68432","Santander","68",57.18169557,21339,31,"Región Centro Oriente","Málaga"
"893","68444","Santander","68",235.74856786,4999,44,"Región Centro Oriente","Matanza"
"894","68464","Santander","68",483.97012733,10576,51,"Región Centro Oriente","Mogotes"
"895","68468","Santander","68",180.47170201,4105,49,"Región Centro Oriente","Molagavita"
"896","68498","Santander","68",75.22127909,5740,43,"Región Centro Oriente","Ocamonte"
"897","68500","Santander","68",286.06674772,11004,47,"Región Centro Oriente","Oiba"
"898","68502","Santander","68",489.22843694,4111,57,"Región Centro Oriente","Onzaga"
"899","68522","Santander","68",19.69444169,1386,37,"Región Centro Oriente","Palmar"
"900","68524","Santander","68",58.54111972,2584,47,"Región Centro Oriente","Palmas Del Socorro"
"901","68533","Santander","68",72.9811189,4773,45,"Región Centro Oriente","Páramo"
"902","68547","Santander","68",484.57230922,177586,32,"Región Centro Oriente","Piedecuesta"
"903","68549","Santander","68",55.53541904,5285,42,"Región Centro Oriente","Pinchote"
"904","68572","Santander","68",251.67854824,14740,45,"Región Centro Oriente","Puente Nacional"
"905","68573","Santander","68",762.34460068,7846,59,"Región Centro Oriente","Puerto Parra"
"906","68575","Santander","68",1507.9862462,33572,53,"Región Centro Oriente","Puerto Wilches"
"907","68615","Santander","68",1168.43222332,26746,51,"Región Centro Oriente","Rionegro"
"908","68655","Santander","68",1402.8700085,33887,55,"Región Centro Oriente","Sabana De Torres"
"909","68669","Santander","68",281.5588552,8613,48,"Región Centro Oriente","San Andrés"
"910","68673","Santander","68",59.11302218,2957,43,"Región Centro Oriente","San Benito"
"911","68679","Santander","68",146.87727411,58032,31,"Región Centro Oriente","San Gil"
"912","68682","Santander","68",143.13342696,2215,53,"Región Centro Oriente","San Joaquín"
"913","68684","Santander","68",75.30374323,4313,44,"Región Centro Oriente","San José De Miranda"
"914","68686","Santander","68",71.21134788,2494,48,"Región Centro Oriente","San Miguel"
"915","68689","Santander","68",1116.36060506,33414,49,"Región Centro Oriente","San Vicente De Chucurí"
"916","68705","Santander","68",221.21709441,2425,55,"Región Centro Oriente","Santa Bárbara"
"917","68720","Santander","68",373.85726248,3393,57,"Región Centro Oriente","Santa Helena Del Opón"
"918","68745","Santander","68",904.71295485,10138,58,"Región Centro Oriente","Simacota"
"919","68755","Santander","68",127.8258349,32965,34,"Región Centro Oriente","Socorro"
"920","68770","Santander","68",285.19553397,10086,48,"Región Centro Oriente","Suaita"
"921","68773","Santander","68",522.53920084,7103,54,"Región Centro Oriente","Sucre"
"922","68780","Santander","68",363.00877434,3977,58,"Región Centro Oriente","Suratá"
"923","68820","Santander","68",330.72628373,7562,52,"Región Centro Oriente","Tona"
"924","68855","Santander","68",81.11493889,6222,43,"Región Centro Oriente","Valle De San José"
"925","68861","Santander","68",447.6767281,24843,47,"Región Centro Oriente","Vélez"
"926","68867","Santander","68",92.42238639,2142,50,"Región Centro Oriente","Vetas"
"927","68872","Santander","68",97.60691327,7927,42,"Región Centro Oriente","Villanueva"
"928","68895","Santander","68",364.4185511,9507,49,"Región Centro Oriente","Zapatoca"
"929","70001","Sucre","70",279.97294538,286635,23,"Región Caribe","Sincelejo"
"930","70110","Sucre","70",146.49809594,10727,42,"Región Caribe","Buenavista"
"931","70124","Sucre","70",412.46980712,15668,51,"Región Caribe","Caimito"
"932","70204","Sucre","70",131.16269241,8670,45,"Región Caribe","Colosó"
"933","70215","Sucre","70",285.89446074,69268,34,"Región Caribe","Corozal"
"934","70221","Sucre","70",56.55515347,18892,33,"Región Caribe","Coveñas"
"935","70230","Sucre","70",83.71001483,4537,45,"Región Caribe","Chalán"
"936","70233","Sucre","70",198.43440202,10215,46,"Región Caribe","El Roble"
"937","70235","Sucre","70",321.85642596,22673,44,"Región Caribe","Galeras"
"938","70265","Sucre","70",361.8676371,18198,48,"Región Caribe","Guaranda"
"939","70400","Sucre","70",232.35039472,12701,47,"Región Caribe","La Unión"
"940","70418","Sucre","70",198.8844424,23420,40,"Región Caribe","Los Palmitos"
"941","70429","Sucre","70",845.15861198,37564,50,"Región Caribe","Majagual"
"942","70473","Sucre","70",170.01489701,15495,42,"Región Caribe","Morroa"
"943","70508","Sucre","70",460.04836197,23148,45,"Región Caribe","Ovejas"
"944","70523","Sucre","70",174.57019535,14635,43,"Región Caribe","Palmito"
"945","70670","Sucre","70",213.93770069,47746,35,"Región Caribe","Sampués"
"946","70678","Sucre","70",1494.16295579,29282,55,"Región Caribe","San Benito Abad"
"947","70702","Sucre","70",168.17557244,13892,42,"Región Caribe","San Juan De Betulia"
"948","70708","Sucre","70",970.35481214,59254,46,"Región Caribe","San Marcos"
"949","70713","Sucre","70",1035.07899305,50423,45,"Región Caribe","San Onofre"
"950","70717","Sucre","70",212.9948174,18920,41,"Región Caribe","San Pedro"
"951","70742","Sucre","70",418.97976977,31365,43,"Región Caribe","San Luis De Sincé"
"952","70771","Sucre","70",1131.18019269,30253,53,"Región Caribe","Sucre"
"953","70820","Sucre","70",302.51669186,33553,40,"Región Caribe","Santiago De Tolú"
"954","70823","Sucre","70",285.01589128,21850,42,"Región Caribe","San José De Toluviejo"
"955","73001","Tolima","73",1377.25137736,536087,27,"Región Centro Sur","Ibagué"
"956","73024","Tolima","73",501.5113202,4493,57,"Región Centro Sur","Alpujarra"
"957","73026","Tolima","73",344.33559262,8710,48,"Región Centro Sur","Alvarado"
"958","73030","Tolima","73",238.04483788,6596,47,"Región Centro Sur","Ambalema"
"959","73043","Tolima","73",469.71132542,10110,46,"Región Centro Sur","Anzoátegui"
"960","73055","Tolima","73",440.63084363,12335,48,"Región Centro Sur","Armero"
"961","73067","Tolima","73",1017.64443733,19195,51,"Región Centro Sur","Ataco"
"962","73124","Tolima","73",508.49091081,18443,45,"Región Centro Sur","Cajamarca"
"963","73148","Tolima","73",190.83613055,10306,45,"Región Centro Sur","Carmen De Apicalá"
"964","73152","Tolima","73",175.29617919,6326,45,"Región Centro Sur","Casabianca"
"965","73168","Tolima","73",2102.06323602,50565,50,"Región Centro Sur","Chaparral"
"966","73200","Tolima","73",343.59810611,8286,48,"Región Centro Sur","Coello"
"967","73217","Tolima","73",669.055687,22610,46,"Región Centro Sur","Coyaima"
"968","73226","Tolima","73",507.51528262,8518,51,"Región Centro Sur","Cunday"
"969","73236","Tolima","73",651.95039954,8250,54,"Región Centro Sur","Dolores"
"970","73268","Tolima","73",216.49894583,70769,28,"Región Centro Sur","Espinal"
"971","73270","Tolima","73",181.32221342,7494,44,"Región Centro Sur","Falan"
"972","73275","Tolima","73",96.79717451,28510,30,"Región Centro Sur","Flandes"
"973","73283","Tolima","73",219.66147916,31124,36,"Región Centro Sur","Fresno"
"974","73319","Tolima","73",505.74382712,32826,41,"Región Centro Sur","Guamo"
"975","73347","Tolima","73",322.74343346,7266,48,"Región Centro Sur","Herveo"
"976","73349","Tolima","73",304.88691225,24585,40,"Región Centro Sur","Honda"
"977","73352","Tolima","73",215.18185508,11891,42,"Región Centro Sur","Icononzo"
"978","73408","Tolima","73",271.95447635,18598,41,"Región Centro Sur","Lérida"
"979","73411","Tolima","73",282.37261191,36432,35,"Región Centro Sur","Líbano"
"980","73443","Tolima","73",293.34315416,38084,38,"Región Centro Sur","San Sebastián De Mariquita"
"981","73449","Tolima","73",202.16042796,37191,34,"Región Centro Sur","Melgar"
"982","73461","Tolima","73",423.93217667,4129,54,"Región Centro Sur","Murillo"
"983","73483","Tolima","73",859.83002478,14722,50,"Región Centro Sur","Natagaima"
"984","73504","Tolima","73",953.80432456,34453,47,"Región Centro Sur","Ortega"
"985","73520","Tolima","73",65.01112946,9773,36,"Región Centro Sur","Palocabildo"
"986","73547","Tolima","73",354.42532016,6737,53,"Región Centro Sur","Piedras"
"987","73555","Tolima","73",1754.10183146,25785,53,"Región Centro Sur","Planadas"
"988","73563","Tolima","73",423.01300283,8443,51,"Región Centro Sur","Prado"
"989","73585","Tolima","73",402.20480783,23527,42,"Región Centro Sur","Purificación"
"990","73616","Tolima","73",2046.23379236,22660,54,"Región Centro Sur","Rioblanco"
"991","73622","Tolima","73",775.84952855,5467,58,"Región Centro Sur","Roncesvalles"
"992","73624","Tolima","73",739.47619525,21556,48,"Región Centro Sur","Rovira"
"993","73671","Tolima","73",193.22678055,14450,41,"Región Centro Sur","Saldaña"
"994","73675","Tolima","73",383.40696991,12691,46,"Región Centro Sur","San Antonio"
"995","73678","Tolima","73",412.22622694,13481,44,"Región Centro Sur","San Luis"
"996","73686","Tolima","73",270.18664067,5710,49,"Región Centro Sur","Santa Isabel"
"997","73770","Tolima","73",190.07818668,3788,49,"Región Centro Sur","Suárez"
"998","73854","Tolima","73",197.84640769,5353,47,"Región Centro Sur","Valle De San Juan"
"999","73861","Tolima","73",334.63275703,12751,43,"Región Centro Sur","Venadillo"
"1000","73870","Tolima","73",278.8499413,9216,45,"Región Centro Sur","Villahermosa"
"1001","73873","Tolima","73",430.46301234,5021,54,"Región Centro Sur","Villarrica"
"1002","76001","Valle","76",563.04091967,2241491,10,"Región Pacífico","Cali"
"1003","76020","Valle","76",62.35754539,14189,29,"Región Pacífico","Alcalá"
"1004","76036","Valle","76",110.46041792,22515,34,"Región Pacífico","Andalucía"
"1005","76041","Valle","76",305.45113843,17348,41,"Región Pacífico","Ansermanuevo"
"1006","76054","Valle","76",90.79604368,5258,41,"Región Pacífico","Argelia"
"1007","76100","Valle","76",743.57207248,15828,50,"Región Pacífico","Bolívar"
"1008","76109","Valle","76",6292.41025627,310194,44,"Región Pacífico","Buenaventura"
"1009","76111","Valle","76",825.8772487,128316,34,"Región Pacífico","Guadalajara De Buga"
"1010","76113","Valle","76",396.78132336,24400,43,"Región Pacífico","Bugalagrande"
"1011","76122","Valle","76",166.98368656,28609,33,"Región Pacífico","Caicedonia"
"1012","76126","Valle","76",793.49798184,18171,51,"Región Pacífico","Calima"
"1013","76130","Valle","76",296.47303499,93183,31,"Región Pacífico","Candelaria"
"1014","76147","Valle","76",248.2239721,136596,25,"Región Pacífico","Cartago"
"1015","76233","Valle","76",916.32479573,48758,46,"Región Pacífico","Dagua"
"1016","76243","Valle","76",187.81313564,8696,42,"Región Pacífico","El Águila"
"1017","76246","Valle","76",214.20335522,6637,45,"Región Pacífico","El Cairo"
"1018","76248","Valle","76",441.88858289,56835,36,"Región Pacífico","El Cerrito"
"1019","76250","Valle","76",235.41011735,8711,44,"Región Pacífico","El Dovio"
"1020","76275","Valle","76",401.55021138,57696,36,"Región Pacífico","Florida"
"1021","76306","Valle","76",268.73272309,22908,40,"Región Pacífico","Ginebra"
"1022","76318","Valle","76",162.4990753,33405,32,"Región Pacífico","Guacarí"
"1023","76364","Valle","76",628.9643411,164159,36,"Región Pacífico","Jamundí"
"1024","76377","Valle","76",255.41489424,16422,45,"Región Pacífico","La Cumbre"
"1025","76400","Valle","76",120.87494897,34244,30,"Región Pacífico","La Unión"
"1026","76403","Valle","76",264.69779853,11981,42,"Región Pacífico","La Victoria"
"1027","76497","Valle","76",214.67702708,12140,40,"Región Pacífico","Obando"
"1028","76520","Valle","76",1005.15343961,352016,29,"Región Pacífico","Palmira"
"1029","76563","Valle","76",356.73106135,47918,35,"Región Pacífico","Pradera"
"1030","76606","Valle","76",136.23201775,15295,37,"Región Pacífico","Restrepo"
"1031","76616","Valle","76",308.0877961,15483,42,"Región Pacífico","Riofrío"
"1032","76622","Valle","76",235.72665152,36767,35,"Región Pacífico","Roldanillo"
"1033","76670","Valle","76",202.12860464,17082,39,"Región Pacífico","San Pedro"
"1034","76736","Valle","76",537.18399278,41503,39,"Región Pacífico","Sevilla"
"1035","76823","Valle","76",175.7636534,14467,39,"Región Pacífico","Toro"
"1036","76828","Valle","76",307.64209369,19073,43,"Región Pacífico","Trujillo"
"1037","76834","Valle","76",909.35897223,215978,32,"Región Pacífico","Tuluá"
"1038","76845","Valle","76",41.86087745,5412,35,"Región Pacífico","Ulloa"
"1039","76863","Valle","76",200.59725955,7070,46,"Región Pacífico","Versalles"
"1040","76869","Valle","76",113.7739448,12817,39,"Región Pacífico","Vijes"
"1041","76890","Valle","76",327.80054567,16117,43,"Región Pacífico","Yotoco"
"1042","76892","Valle","76",230.58969895,108889,27,"Región Pacífico","Yumbo"
"1043","76895","Valle","76",367.93726727,42191,36,"Región Pacífico","Zarzal"
"1044","81001","Arauca","81",5787.99875183,91875,60,"Región Llano","Arauca"
"1045","81065","Arauca","81",3046.7880105,53407,59,"Región Llano","Arauquita"
"1046","81220","Arauca","81",5212.56909554,4042,83,"Región Llano","Cravo Norte"
"1047","81300","Arauca","81",1158.59610289,19659,55,"Región Llano","Fortul"
"1048","81591","Arauca","81",2281.46025241,4688,75,"Región Llano","Puerto Rondón"
"1049","81736","Arauca","81",945.13607096,59697,48,"Región Llano","Saravena"
"1050","81794","Arauca","81",5418.70888961,46741,61,"Región Llano","Tame"
"1051","85001","Casanare","85",2482.9386346,173610,48,"Región Llano","Yopal"
"1052","85010","Casanare","85",1442.50730707,37513,53,"Región Llano","Aguazul"
"1053","85015","Casanare","85",313.53253909,2571,63,"Región Llano","Chámeza"
"1054","85125","Casanare","85",5509.71245948,12203,74,"Región Llano","Hato Corozal"
"1055","85136","Casanare","85",199.89427732,1385,62,"Región Llano","La Salina"
"1056","85139","Casanare","85",3754.54852424,17359,69,"Región Llano","Maní"
"1057","85162","Casanare","85",779.17247398,17797,54,"Región Llano","Monterrey"
"1058","85225","Casanare","85",1101.81320304,8738,62,"Región Llano","Nunchía"
"1059","85230","Casanare","85",4753.48411814,12514,74,"Región Llano","Orocué"
"1060","85250","Casanare","85",12115.0422166,36861,73,"Región Llano","Paz De Ariporo"
"1061","85263","Casanare","85",780.47120354,12001,60,"Región Llano","Pore"
"1062","85279","Casanare","85",181.22675503,1718,56,"Región Llano","Recetor"
"1063","85300","Casanare","85",400.94205826,3583,59,"Región Llano","Sabanalarga"
"1064","85315","Casanare","85",312.23692703,2073,64,"Región Llano","Sácama"
"1065","85325","Casanare","85",2989.69529677,8378,71,"Región Llano","San Luis De Palenque"
"1066","85400","Casanare","85",1091.2312612,6671,62,"Región Llano","Támara"
"1067","85410","Casanare","85",2381.67339242,24445,61,"Región Llano","Tauramena"
"1068","85430","Casanare","85",2970.22769452,13350,68,"Región Llano","Trinidad"
"1069","85440","Casanare","85",833.88943151,35793,50,"Región Llano","Villanueva"
"1070","86001","Putumayo","86",1304.63788025,57716,52,"Región Centro Sur","Mocoa"
"1071","86219","Putumayo","86",64.27461837,5469,52,"Región Centro Sur","Colón"
"1072","86320","Putumayo","86",1939.39045513,38244,54,"Región Centro Sur","Orito"
"1073","86568","Putumayo","86",2819.15480478,66084,56,"Región Centro Sur","Puerto Asís"
"1074","86569","Putumayo","86",926.46599268,16033,57,"Región Centro Sur","Puerto Caicedo"
"1075","86571","Putumayo","86",4576.59155914,36052,66,"Región Centro Sur","Puerto Guzmán"
"1076","86573","Putumayo","86",10906.8768145,29001,77,"Región Centro Sur","Puerto Leguízamo"
"1077","86749","Putumayo","86",97.7346246,15217,39,"Región Centro Sur","Sibundoy"
"1078","86755","Putumayo","86",407.35674102,5585,56,"Región Centro Sur","San Francisco"
"1079","86757","Putumayo","86",379.74213265,19119,47,"Región Centro Sur","San Miguel"
"1080","86760","Putumayo","86",341.92381961,7284,52,"Región Centro Sur","Santiago"
"1081","86865","Putumayo","86",815.16156252,34082,47,"Región Centro Sur","Valle Del Guamuez"
"1082","86885","Putumayo","86",1396.97212975,23873,57,"Región Centro Sur","Villagarzón"
"1083","88001","San Andrés","88",27.13979276,56358,23,"Región Caribe","San Andrés"
"1084","88564","San Andrés","88",22.28445843,6124,41,"Región Caribe","Providencia"
"1085","91001","Amazonas","91",6182.41656034,48918,70,"Región Centro Sur","Leticia"
"1086","91263","Amazonas","91",10897.5467052,2077,89,"Región Centro Sur","El Encanto"
"1087","91405","Amazonas","91",12726.8679079,2947,92,"Región Centro Sur","La Chorrera"
"1088","91407","Amazonas","91",13668.2148943,3882,93,"Región Centro Sur","La Pedrera"
"1089","91430","Amazonas","91",1432.79497756,652,85,"Región Centro Sur","La Victoria"
"1090","91460","Amazonas","91",16867.5325378,1860,100,"Región Centro Sur","Mirití - Paraná"
"1091","91530","Amazonas","91",8494.18249382,759,96,"Región Centro Sur","Puerto Alegría"
"1092","91536","Amazonas","91",13791.3269857,1027,100,"Región Centro Sur","Puerto Arica"
"1093","91540","Amazonas","91",1509.20430199,9997,72,"Región Centro Sur","Puerto Nariño"
"1094","91669","Amazonas","91",14731.0884954,1765,96,"Región Centro Sur","Puerto Santander"
"1095","91798","Amazonas","91",9195.87793453,3869,90,"Región Centro Sur","Tarapacá"
"1096","94001","Guainía","94",15970.1985917,32673,81,"Región Llano","Inírida"
"1097","94343","Guainía","94",14395.6775467,8042,87,"Región Llano","Barrancominas"
"1098","94663","Guainía","94",NA,1048,84,"Región Llano","Mapiripana"
"1099","94883","Guainía","94",2926.36512082,1706,89,"Región Llano","San Felipe"
"1100","94884","Guainía","94",15700.7128072,1934,93,"Región Llano","Puerto Colombia"
"1101","94885","Guainía","94",1178.87068633,288,96,"Región Llano","La Guadalupe"
"1102","94886","Guainía","94",2335.32470461,886,85,"Región Llano","Cacahual"
"1103","94887","Guainía","94",10227.1467844,1959,93,"Región Llano","Pana Pana"
"1104","94888","Guainía","94",8555.05823926,937,100,"Región Llano","Morichal"
"1105","95001","Guaviare","95",16768.5151201,54333,70,"Región Llano","San José Del Guaviare"
"1106","95015","Guaviare","95",13556.4152169,9801,81,"Región Llano","Calamar"
"1107","95025","Guaviare","95",12442.2257713,13684,77,"Región Llano","El Retorno"
"1108","95200","Guaviare","95",12808.0770572,6898,81,"Región Llano","Miraflores"
"1109","97001","Vaupés","97",16215.7372637,31302,77,"Región Llano","Mitú"
"1110","97161","Vaupés","97",6368.48641769,3056,85,"Región Llano","Carurú"
"1111","97511","Vaupés","97",13993.2505744,4229,91,"Región Llano","Pacoa"
"1112","97666","Vaupés","97",6510.24656078,2318,97,"Región Llano","Taraira"
"1113","97777","Vaupés","97",5551.15354848,749,95,"Región Llano","Papunahua"
"1114","97889","Vaupés","97",4660.40564977,1067,92,"Región Llano","Yavaraté"
"1115","99001","Vichada","99",12204.9514008,20474,81,"Región Llano","Puerto Carreño"
"1116","99524","Vichada","99",18569.3376561,9799,85,"Región Llano","La Primavera"
"1117","99624","Vichada","99",3691.86919125,4130,81,"Región Llano","Santa Rosalía"
"1118","99773","Vichada","99",65597.2123539,76196,87,"Región Llano","Cumaribo"
